console_display,full_title,hymn_key,total_search_results,tune_title,tune_slug,is_relevant,vote_count,total_runs,confidence,reasoning,composer,meter,key,num_hymnals,midi_url,recording_url,pdf_url,hymnary_url,normalized_title,in_hymn_book
CrossChrist Glory,In the Cross of Christ I Glory,in_the_cross_of_christ_i_glory,10,ROCKINGHAM (Miller),rockingham_miller,False,0,3,high,"ROCKINGHAM is primarily associated with “When I Survey the Wondrous Cross” (used_with_text and associated_texts both indicate that), not “In the Cross of Christ I Glory.” The meter (8.8.8.8) also does not match the hymn’s usual 8.7.8.7.",,8.8.8.8,D Major/E♭ Major,562,https://hymnary.org/media/fetch/82015,https://hymnary.org/media/fetch/199118,https://hymnary.org/media/fetch/82016,https://hymnary.org/tune/rockingham_miller,ROCKINGHAMMILLER,False
CrossChrist Glory,In the Cross of Christ I Glory,in_the_cross_of_christ_i_glory,10,NEAR THE CROSS (Doane),near_the_cross_doane,False,0,3,high,"This tune is overwhelmingly tied to “Jesus, Keep Me Near the Cross” (86.5% and used_with_text), and there is no evidence here linking it to “In the Cross of Christ I Glory.” Its 7.6.7.6 with refrain form is also a mismatch.",W. Howard Doane (1869),7.6.7.6 with refrain,E♭ Major/F Major or modal,528,https://hymnary.org/media/fetch/80870,https://hymnary.org/media/fetch/222414,https://hymnary.org/media/fetch/80871,https://hymnary.org/tune/near_the_cross_doane,NEARTHECROSSDOANE,False
CrossChrist Glory,In the Cross of Christ I Glory,in_the_cross_of_christ_i_glory,10,VILLE DU HAVRE,ville_du_havre_bliss,False,0,3,high,"VILLE DU HAVRE is the well-known tune for “It Is Well with My Soul” (used_with_text and 87.7% association), not for “In the Cross of Christ I Glory,” and its 11.8.11.9 with refrain does not fit the hymn.",P. P. Bliss (1876),11.8.11.9 with refrain,C Major,415,https://hymnary.org/media/fetch/80836,https://hymnary.org/media/fetch/222249,https://hymnary.org/media/fetch/80837,https://hymnary.org/tune/ville_du_havre_bliss,VILLEDUHAVRE,True
CrossChrist Glory,In the Cross of Christ I Glory,in_the_cross_of_christ_i_glory,10,OLD RUGGED CROSS,old_rugged_cross_bennard,False,0,3,high,This is the specific gospel song tune for “The Old Rugged Cross” (used_with_text and 87.2% association) and is not a recognized setting for “In the Cross of Christ I Glory”; the meter with refrain also differs substantially.,George Bennard (1913),6.6.8.6.6.8 with refrain,B♭ Major,299,https://hymnary.org/media/fetch/81063,https://hymnary.org/media/fetch/199290,https://hymnary.org/media/fetch/81064,https://hymnary.org/tune/old_rugged_cross_bennard,OLDRUGGEDCROSS,False
IntheGarden,In the Garden,in_the_garden,10,RATHBUN,rathbun_conkey,False,0,3,high,RATHBUN is overwhelmingly associated with the text “In the Cross of Christ I Glory” (74.7%) and the search card lists that as its primary use; no evidence links it to “In the Garden.”,Ithamar Conkey (1851),8.7.8.7,B♭ Major,905,https://hymnary.org/media/fetch/80156,https://hymnary.org/media/fetch/199114,https://hymnary.org/media/fetch/80157,https://hymnary.org/tune/rathbun_conkey,RATHBUN,False
IntheGarden,In the Garden,in_the_garden,10,WORK SONG (Mason),work_song_mason,False,0,3,high,"WORK SONG (Mason) is primarily used with “Work, for the Night is Coming” (88.5%) and has no association shown with “In the Garden,” making it a title-search false positive.",Lowell Mason (1864),7.6.7.5 D,F Major,667,https://hymnary.org/media/fetch/81686,https://hymnary.org/media/fetch/180278,https://hymnary.org/media/fetch/81687,https://hymnary.org/tune/work_song_mason,WORKSONGMASON,False
IntheGarden,In the Garden,in_the_garden,10,OLIVE'S BROW,olives_brow_bradbury,False,0,3,high,"OLIVE'S BROW is chiefly tied to the hymn text “’Tis Midnight! and on Olive’s Brow” (80.4%) per the search card and associated texts, not to “In the Garden.”",William B. Bradbury (1853),8.8.8.8,A♭ Major,363,https://hymnary.org/media/fetch/81949,https://hymnary.org/media/fetch/199103,https://hymnary.org/media/fetch/81950,https://hymnary.org/tune/olives_brow_bradbury,OLIVESBROW,False
IntheGarden,In the Garden,in_the_garden,10,BUNESSAN,bunessan,False,0,3,high,"BUNESSAN is best known for “Morning Has Broken” and other texts listed in associated_texts; nothing indicates it is used for “In the Garden,” and its meter is also incompatible with the Miles gospel song.",,5.5.5.4 D,C Major,278,https://hymnary.org/media/fetch/80190,https://hymnary.org/media/fetch/198976,https://hymnary.org/media/fetch/80191,https://hymnary.org/tune/bunessan,BUNESSAN,True
IntheGarden,In the Garden,in_the_garden,10,GARDEN (Miles),garden_miles,True,3,3,high,GARDEN (Miles) is explicitly listed as used with “In the Garden (I Come to the Garden Alone)” and its associated_texts/instance percentage (88.2%) directly confirm it as the standard tune for this hymn.,C. Austin Miles (1912),,A♭ Major,246,https://hymnary.org/media/fetch/81060,https://hymnary.org/media/fetch/199133,https://hymnary.org/media/fetch/81061,https://hymnary.org/tune/garden_miles,GARDENMILES,False
InSweetByandBy,In the Sweet By and By,in_the_sweet_by_and_by,10,LYONS,lyons,False,0,3,high,"LYONS is overwhelmingly associated with “O Worship the King” (and also “Ye Servants of God”) per the used-with text and high instance percentages, not with “In the Sweet By and By.” The meter (10.10.11.11) also does not match the gospel refrain structure of the target hymn.",Joseph Haydn,10.10.11.11,A Major/G Major,912,https://hymnary.org/media/fetch/80042,https://hymnary.org/media/fetch/222230,https://hymnary.org/media/fetch/80043,https://hymnary.org/tune/lyons,LYONS,False
InSweetByandBy,In the Sweet By and By,in_the_sweet_by_and_by,10,CANONBURY,canonbury_schumann,False,0,3,high,"CANONBURY is chiefly linked to Havergal’s “Lord, Speak to Me That I May Speak” (and the search card points elsewhere), with no evidence it is used for “In the Sweet By and By.” Its 8.8.8.8 meter is unlike the common meter-and-refrain pattern of the target hymn.",Robert Schumann (1839),8.8.8.8,G Major,674,https://hymnary.org/media/fetch/80705,https://hymnary.org/media/fetch/222180,https://hymnary.org/media/fetch/80706,https://hymnary.org/tune/canonbury_schumann,CANONBURY,False
InSweetByandBy,In the Sweet By and By,in_the_sweet_by_and_by,10,GLORY TO HIS NAME (Stockton),glory_to_his_name_stockton,False,0,3,high,"GLORY TO HIS NAME (Stockton) is strongly and specifically associated with “Down at the Cross” (90.7% instances; used-with text matches), not “In the Sweet By and By.”",John H. Stockton (1878),9.9.9.5 with refrain,A♭ Major,597,https://hymnary.org/media/fetch/81135,https://hymnary.org/media/fetch/221409,https://hymnary.org/media/fetch/81136,https://hymnary.org/tune/glory_to_his_name_stockton,GLORYTOHISNAMESTOCKTON,False
InSweetByandBy,In the Sweet By and By,in_the_sweet_by_and_by,10,PASSION CHORALE (Hassler),passion_chorale_hassler,False,0,3,high,"PASSION CHORALE/HERZLICH TUT MICH VERLANGEN is the standard tune for “O Sacred Head, Now Wounded,” as shown by associated texts and the search card. It is not a known setting for “In the Sweet By and By,” and the 7.6.7.6 D meter is incompatible with the gospel refrain form.",Hans Leo Hassler (1601),7.6.7.6 D,a minor,598,https://hymnary.org/media/fetch/80244,https://hymnary.org/media/fetch/222220,https://hymnary.org/media/fetch/80245,https://hymnary.org/tune/passion_chorale_hassler,PASSIONCHORALEHASSLER,False
InSweetByandBy,In the Sweet By and By,in_the_sweet_by_and_by,10,TRUST AND OBEY,trust_and_obey_towner,False,0,3,high,"TRUST AND OBEY is overwhelmingly used with the hymn text “Trust and Obey” (89.1% instances; used-with text matches). There is no indication it is used for “In the Sweet By and By,” despite both being gospel-style hymns.",D. B. Towner (1887),6.6.9 D with refrain,F Major or modal,420,https://hymnary.org/media/fetch/81020,https://hymnary.org/media/fetch/222514,https://hymnary.org/media/fetch/81021,https://hymnary.org/tune/trust_and_obey_towner,TRUSTANDOBEY,True
MidnightClear,It Came upon a Midnight Clear,it_came_upon_a_midnight_clear,10,CAROL (Willis),carol_willis,True,3,3,high,"The search card explicitly says it is used with the text “It Came Upon the Midnight Clear,” and the associated_texts list matches exactly. The instance percentage is very high (76.1%), confirming it as the principal tune for this hymn.",Richard Storrs Willis (1850),8.6.8.6 D,,554,https://hymnary.org/media/fetch/80199,https://hymnary.org/media/fetch/222383,https://hymnary.org/media/fetch/80200,https://hymnary.org/tune/carol_willis,CAROLWILLIS,False
MidnightClear,It Came upon a Midnight Clear,it_came_upon_a_midnight_clear,10,BETHLEHEM (Fink),bethlehem_fink,False,0,3,medium,"Although the search card claims it is used with “It came upon the midnight clear,” the tune’s associated_texts do not include that hymn, and its strongest associations are with “Thy Word Is Like a Garden, Lord” and “While Shepherds Watched.” This looks like a search-card false positive rather than a genuine common pairing.",Gottfried W. Fink (1842),8.6.8.6 D,B♭ Major,284,https://hymnary.org/media/fetch/82092,https://hymnary.org/media/fetch/222034,https://hymnary.org/media/fetch/82093,https://hymnary.org/tune/bethlehem_fink,BETHLEHEMFINK,False
MidnightClear,It Came upon a Midnight Clear,it_came_upon_a_midnight_clear,10,NOEL (Sullivan),noel_sullivan,True,3,3,high,"The associated_texts include “It Came Upon the Midnight Clear,” and the instance data shows a substantial usage with that text (31.1%). This is a recognized alternate setting (often labeled NOEL/EARDISLEY/GERARD) for the hymn.",,8.6.8.6,F Major,164,https://hymnary.org/media/fetch/80332,https://hymnary.org/media/fetch/152711,https://hymnary.org/media/fetch/80333,https://hymnary.org/tune/noel_sullivan,NOELSULLIVAN,False
MidnightClear,It Came upon a Midnight Clear,it_came_upon_a_midnight_clear,10,ATHENS,athens_giardini,True,3,3,medium,"The associated_texts include “It Came Upon the Midnight Clear,” and the search card also lists it as used with that text. While it is not the primary association (11.9%), it is a documented pairing and metrically compatible.",Felice Giardini (1760),8.6.8.6,B♭ Major/E♭ Major,67,,,,https://hymnary.org/tune/athens_giardini,ATHENS,False
MidnightClear,It Came upon a Midnight Clear,it_came_upon_a_midnight_clear,10,BEAUFORT (Wild),beaufort_wild,False,0,3,medium,"The associated_texts do not include “It Came Upon the Midnight Clear,” and the strongest named association is with “Thine Arm, O Lord, in Days of Old.” Despite the search card claim, the evidence suggests it is not genuinely associated with this hymn.",A. A. Wild (1894),8.6.8.6 D,F Major,22,https://hymnary.org/media/fetch/121164,,https://hymnary.org/media/fetch/121166,https://hymnary.org/tune/beaufort_wild,BEAUFORTWILD,False
ItisWellMySoul,It Is Well with My Soul,it_is_well_with_my_soul,10,ROCKINGHAM (Miller),rockingham_miller,False,0,3,high,"ROCKINGHAM is overwhelmingly associated with texts like “When I Survey the Wondrous Cross” and the search card lists “My God, and is thy table spread,” not “It Is Well with My Soul.” The meter (8.8.8.8) also does not match the 11.8.11.9 + refrain of the hymn.",,8.8.8.8,D Major/E♭ Major,562,https://hymnary.org/media/fetch/82015,https://hymnary.org/media/fetch/199118,https://hymnary.org/media/fetch/82016,https://hymnary.org/tune/rockingham_miller,ROCKINGHAMMILLER,False
ItisWellMySoul,It Is Well with My Soul,it_is_well_with_my_soul,10,VILLE DU HAVRE,ville_du_havre_bliss,True,3,3,high,"The search card explicitly says it is used with “When Peace, Like a River (It Is Well with My Soul),” and the associated text is “When Peace, Like a River” with a very high instance percentage (87.7%). This is the standard tune for the hymn.",P. P. Bliss (1876),11.8.11.9 with refrain,C Major,415,https://hymnary.org/media/fetch/80836,https://hymnary.org/media/fetch/222249,https://hymnary.org/media/fetch/80837,https://hymnary.org/tune/ville_du_havre_bliss,VILLEDUHAVRE,True
ItisWellMySoul,It Is Well with My Soul,it_is_well_with_my_soul,10,LAUDA ANIMA (Goss),lauda_anima_goss,False,0,3,high,"LAUDA ANIMA is the well-known tune for “Praise, My Soul, the King of Heaven,” confirmed by the search card and instance percentages. It is not associated with “It Is Well with My Soul,” and the meter is incompatible.",John Goss (1869),8.7.8.7.4.4.7,D Major,297,https://hymnary.org/media/fetch/81251,https://hymnary.org/media/fetch/222242,https://hymnary.org/media/fetch/81252,https://hymnary.org/tune/lauda_anima_goss,LAUDAANIMAGOSS,False
ItisWellMySoul,It Is Well with My Soul,it_is_well_with_my_soul,10,ALL THE WAY (Lowry),all_the_way_lowry,False,0,3,high,ALL THE WAY is strongly tied to “All the Way My Savior Leads Me” (85% usage) per the search card and associated texts. It has no credible association with “It Is Well with My Soul.”,Robert Lowry (1875),8.7.8.7 D,A♭ Major,275,https://hymnary.org/media/fetch/80541,https://hymnary.org/media/fetch/222495,https://hymnary.org/media/fetch/80542,https://hymnary.org/tune/all_the_way_lowry,ALLTHEWAYLOWRY,False
ItisWellMySoul,It Is Well with My Soul,it_is_well_with_my_soul,10,SCHMÜCKE DICH,schmucke_dich_cruger,False,0,3,high,"SCHMÜCKE DICH is primarily used with “Soul, Adorn Thyself with Gladness / Deck thyself, my soul, with gladness,” as shown in associated texts and percentages. Despite sharing the word “soul,” it is not a setting of “It Is Well with My Soul.”",Johann Crüger (1649),8.8.8.8,D Major,160,https://hymnary.org/media/fetch/81242,https://hymnary.org/media/fetch/199384,https://hymnary.org/media/fetch/81243,https://hymnary.org/tune/schmucke_dich_cruger,SCHMCKEDICH,False
Jesus ChristRisen,Jesus Christ Is Risen Today,jesus_christ_is_risen_today,10,ST. THEODULPH (Teschner),st_theodulph_teschner,False,0,3,high,"ST. THEODULPH is overwhelmingly associated with “All Glory, Laud and Honor” (and related uses like “By All Your Saints Still Striving”), not with “Jesus Christ Is Risen Today.” The associated_texts and instance data show no meaningful linkage to the Easter hymn.",Melchior Teschner (1613),7.6.7.6 D,B♭ Major/C Major,661,https://hymnary.org/media/fetch/80070,https://hymnary.org/media/fetch/222218,https://hymnary.org/media/fetch/80071,https://hymnary.org/tune/st_theodulph_teschner,STTHEODULPHTESCHNER,False
Jesus ChristRisen,Jesus Christ Is Risen Today,jesus_christ_is_risen_today,10,EASTER HYMN (Lyra Davidica),easter_hymn_lyra_davidica,True,3,3,high,"This is the classic and primary tune for “Jesus Christ Is Risen Today,” explicitly named in used_with_text and listed in associated_texts. The instance percentages also show substantial use with that text (32.1%).",,7.7.7.7 with alleluia,C Major,616,https://hymnary.org/media/fetch/80274,https://hymnary.org/media/fetch/222420,https://hymnary.org/media/fetch/80275,https://hymnary.org/tune/easter_hymn_lyra_davidica,EASTERHYMNLYRADAVIDICA,False
Jesus ChristRisen,Jesus Christ Is Risen Today,jesus_christ_is_risen_today,10,KINGSFOLD,kingsfold_english,False,0,3,high,"KINGSFOLD is chiefly associated with texts like “I Heard the Voice of Jesus Say” and “O Sing a Song of Bethlehem,” and the search card confirms that primary association. Its meter (8.6.8.6 D) also does not match the usual 7.7.7.7 with alleluias for “Jesus Christ Is Risen Today.”",,8.6.8.6 D,e minor or modal,309,https://hymnary.org/media/fetch/80119,https://hymnary.org/media/fetch/199009,https://hymnary.org/media/fetch/80120,https://hymnary.org/tune/kingsfold_english,KINGSFOLD,True
Jesus ChristRisen,Jesus Christ Is Risen Today,jesus_christ_is_risen_today,10,LLANFAIR,llanfair_williams,True,3,3,medium,"LLANFAIR is a known alternate 7.7.7.7-with-alleluia Easter tune and is explicitly listed with “Jesus Christ is Risen Today” in associated_texts, with a non-trivial instance share (14.8%). The search card’s Easter linkage (“Christ the Lord Is Risen Today!”) further supports relevance.",Robert Williams (1817),7.7.7.7 with alleluia,E Major/F Major,262,https://hymnary.org/media/fetch/80278,https://hymnary.org/media/fetch/222225,https://hymnary.org/media/fetch/80279,https://hymnary.org/tune/llanfair_williams,LLANFAIR,True
Jesus ChristRisen,Jesus Christ Is Risen Today,jesus_christ_is_risen_today,10,DIVINUM MYSTERIUM,divinum_mysterium,False,0,3,high,"DIVINUM MYSTERIUM is strongly tied to “Of the Father’s Love Begotten” (77.5%) and not to “Jesus Christ Is Risen Today,” per associated_texts and instance data. It is a chant tune with a different metrical profile than the standard Easter hymn setting.",,8.7.8.7.8.7.7,E♭ Major,188,https://hymnary.org/media/fetch/80131,https://hymnary.org/media/fetch/199013,https://hymnary.org/media/fetch/96060,https://hymnary.org/tune/divinum_mysterium,DIVINUMMYSTERIUM,False
JesusLovesMe,Jesus Loves Me!,jesus_loves_me,10,JESUS LOVES ME (Bradbury),jesus_loves_me_this_i_know_bradbury,True,3,3,high,"The tune’s associated text is explicitly “Jesus Loves Me, This I Know,” and it is used with that text in 85.2% of instances—this is the standard Bradbury setting of “Jesus Loves Me!”.",William B. Bradbury (1862),7 7 7 7 and refrian,C Major,458,https://hymnary.org/media/fetch/80826,https://hymnary.org/media/fetch/222264,https://hymnary.org/media/fetch/80827,https://hymnary.org/tune/jesus_loves_me_this_i_know_bradbury,JESUSLOVESMEBRADBURY,False
JesusLovesMe,Jesus Loves Me!,jesus_loves_me,10,SURRENDER (Weeden),surrender_weeden,False,0,3,high,"SURRENDER (Weeden) is overwhelmingly associated with “I Surrender All” (87.1%) and the search card lists “All to Jesus I Surrender,” indicating it is not a setting of “Jesus Loves Me!”.",W. S. Weeden (1896),8.7.8.7 with refrain,D♭ Major,309,https://hymnary.org/media/fetch/80857,https://hymnary.org/media/fetch/222483,https://hymnary.org/media/fetch/80858,https://hymnary.org/tune/surrender_weeden,SURRENDERWEEDEN,False
JesusLovesMe,Jesus Loves Me!,jesus_loves_me,10,JOYFUL SONG (Allen),joyful_song_allen,False,0,3,high,"JOYFUL SONG is primarily used with the text “Praise Him! Praise Him!” (93.5%) per both associated texts and instance percentages, with no evidence of association with “Jesus Loves Me!”.",Chester G. Allen (1869),12.10.12.10.11.10.12.10,G Major,310,https://hymnary.org/media/fetch/80145,https://hymnary.org/media/fetch/222368,https://hymnary.org/media/fetch/80146,https://hymnary.org/tune/joyful_song_allen,JOYFULSONGALLEN,False
JesusLovesMe,Jesus Loves Me!,jesus_loves_me,10,MUELLER (Murray),mueller_murray,False,0,3,high,MUELLER is the well-known tune for “Away in a Manger” (84.6%) and the search card confirms that primary association; it is unrelated to “Jesus Loves Me!”.,James R. Murray (1887),11.11.11.11,F Major/G Major or modal,269,https://hymnary.org/media/fetch/80181,https://hymnary.org/media/fetch/222386,https://hymnary.org/media/fetch/80182,https://hymnary.org/tune/mueller_murray,MUELLERMURRAY,False
JesusLovesMe,Jesus Loves Me!,jesus_loves_me,10,GARDEN (Miles),garden_miles,False,0,3,high,"GARDEN (Miles) is strongly tied to “In the Garden” (88.2%) and is identified that way on the search card, making it a false positive for “Jesus Loves Me!”.",C. Austin Miles (1912),,A♭ Major,246,https://hymnary.org/media/fetch/81060,https://hymnary.org/media/fetch/199133,https://hymnary.org/media/fetch/81061,https://hymnary.org/tune/garden_miles,GARDENMILES,False
Jesus ReignSun,Jesus Shall Reign Where'er the Sun,jesus_shall_reign_whereer_the_sun,10,TRURO (Williams),truro_williams,True,3,3,medium,"The Hymnary search card explicitly lists this tune as “used with text: Jesus shall reign where’er the sun,” and the meter (8.8.8.8) matches the common setting for Watts’s text. Even though the associated-texts/percentages shown highlight another text, TRURO is a plausible and attested pairing for this hymn.",Charles Burney,8.8.8.8,C Major/E♭ Major,574,https://hymnary.org/media/fetch/82648,https://hymnary.org/media/fetch/222380,https://hymnary.org/media/fetch/82649,https://hymnary.org/tune/truro_williams,TRUROWILLIAMS,False
Jesus ReignSun,Jesus Shall Reign Where'er the Sun,jesus_shall_reign_whereer_the_sun,10,PARK STREET,park_street_venua,True,3,3,medium,"The search card directly states it is used with “Jesus shall reign where’er the sun,” and the tune’s 8.8.8.8 meter fits the text. The associated-texts list reflects another common pairing, but does not negate its documented use with this hymn.",F. Venua (1810),8.8.8.8,F Major,329,https://hymnary.org/media/fetch/81962,https://hymnary.org/media/fetch/181015,https://hymnary.org/media/fetch/81963,https://hymnary.org/tune/park_street_venua,PARKSTREET,False
Jesus ReignSun,Jesus Shall Reign Where'er the Sun,jesus_shall_reign_whereer_the_sun,10,WARRINGTON,warrington_harrison,True,3,3,high,"This tune’s associated texts explicitly include “Jesus Shall Reign Where'er the Sun,” with a substantial instance percentage (15.5%), confirming genuine and recurring use with the hymn.",Ralph Harrison (1784),8.8.8.8,A♭ Major,196,https://hymnary.org/media/fetch/81547,https://hymnary.org/media/fetch/179713,https://hymnary.org/media/fetch/81548,https://hymnary.org/tune/warrington_harrison,WARRINGTON,True
Jesus ReignSun,Jesus Shall Reign Where'er the Sun,jesus_shall_reign_whereer_the_sun,10,MIGDOL,migdol_mason,True,3,3,low,"The search card indicates use with “Jesus Shall Reign,” and the meter matches (8.8.8.8), making it a plausible setting. However, the provided instance data shows only “Other (100%),” so the evidence for this specific text pairing is weak.",Lowell Mason (1840),8.8.8.8,A Major,184,https://hymnary.org/media/fetch/206409,,https://hymnary.org/media/fetch/206407,https://hymnary.org/tune/migdol_mason,MIGDOL,False
Jesus ReignSun,Jesus Shall Reign Where'er the Sun,jesus_shall_reign_whereer_the_sun,10,WARE (Kingsley),ware_kingsley,True,3,3,low,"The search card ties WARE to the closely related/incidental title variant “Our God shall reign where’er the sun,” and the meter (8.8.8.8) is compatible. With no confirming associated-text/percentage data shown, the connection is plausible but not strongly evidenced here.",George Kingsley (1838),8.8.8.8,A Major,145,https://hymnary.org/media/fetch/106762,,https://hymnary.org/media/fetch/106764,https://hymnary.org/tune/ware_kingsley,WAREKINGSLEY,False
Jesus Lover Soul-A,"Jesus, Lover of My Soul - A",jesus_lover_of_my_soul_-_a,10,HYFRYDOL,hyfrydol_prichard,False,0,3,high,"HYFRYDOL is overwhelmingly associated with other texts (e.g., “Alleluia! Sing to Jesus,” “Come, Thou Long Expected Jesus,” “Our Great Savior”) and the search card lists “Jesus! What a Friend for Sinners!” rather than “Jesus, Lover of My Soul.” No evidence here links it to the target hymn text.",Rowland H. Prichard (1830),8.7.8.7 D,A♭ Major,646,https://hymnary.org/media/fetch/79990,https://hymnary.org/media/fetch/222245,https://hymnary.org/media/fetch/79991,https://hymnary.org/tune/hyfrydol_prichard,HYFRYDOL,True
Jesus Lover Soul-A,"Jesus, Lover of My Soul - A",jesus_lover_of_my_soul_-_a,10,HOLLINGSIDE,hollingside_dykes,True,3,3,high,"The search card explicitly says it is used with “Jesu, lover of my soul,” and the associated texts list “Jesus, Lover of My Soul” with a strong instance percentage (66.8%). This is a direct match to the hymn.",John Bacchus Dykes (1861),7.7.7.7,D Major,308,https://hymnary.org/media/fetch/81787,https://hymnary.org/media/fetch/179400,https://hymnary.org/media/fetch/81788,https://hymnary.org/tune/hollingside_dykes,HOLLINGSIDE,False
Jesus Lover Soul-A,"Jesus, Lover of My Soul - A",jesus_lover_of_my_soul_-_a,10,ABERYSTWYTH (Parry),aberystwyth_parry,True,3,3,high,"The tune is explicitly shown as used with “Jesus, Lover of My Soul,” and its associated texts/instance percentages include that title at 50%. ABERYSTWYTH (Parry) is a recognized setting for this hymn text.",Joseph Parry (1879),7.7.7.7 D,d minor,295,https://hymnary.org/media/fetch/80011,https://hymnary.org/media/fetch/222268,https://hymnary.org/media/fetch/80012,https://hymnary.org/tune/aberystwyth_parry,ABERYSTWYTHPARRY,False
Jesus Lover Soul-A,"Jesus, Lover of My Soul - A",jesus_lover_of_my_soul_-_a,10,[Take my life and let it be] (Bradbury),take_my_life_and_let_it_be_bradbury,False,0,3,high,"This tune is tied to “Take My Life, and Let It Be” (71.8%) and the search card even lists “Rock of Ages,” not “Jesus, Lover of My Soul.” There is no indication it is used for the target hymn.",William B. Bradbury,7.7.7.7,A♭ Major,161,https://hymnary.org/media/fetch/80927,https://hymnary.org/media/fetch/183739,https://hymnary.org/media/fetch/80928,https://hymnary.org/tune/take_my_life_and_let_it_be_bradbury,TAKEMYLIFEANDLETITBEBRADBURY,False
Jesus Lover Soul-A,"Jesus, Lover of My Soul - A",jesus_lover_of_my_soul_-_a,10,VRUECHTEN,vruechten,False,0,3,high,"VRUECHTEN is strongly associated with “This Joyful Eastertide” (73.5%) per both associated texts and the search card. It is not a known or evidenced setting of “Jesus, Lover of My Soul.”}]}",,6.7.6.7.6.7,E♭ Major,85,https://hymnary.org/media/fetch/80304,https://hymnary.org/media/fetch/222423,https://hymnary.org/media/fetch/80305,https://hymnary.org/tune/vruechten,VRUECHTEN,False
Jesus Lover Soul-B,"Jesus, Lover of My Soul - B",jesus_lover_of_my_soul_-_b,10,HYFRYDOL,hyfrydol_prichard,False,0,3,high,"The tune’s primary associations on Hymnary are with entirely different texts (e.g., “Alleluia! Sing to Jesus,” “Come, Thou Long Expected Jesus,” “Our Great Savior”), and the search card lists “Jesus! What a Friend for Sinners!” rather than “Jesus, Lover of My Soul.” No evidence here links HYFRYDOL to this hymn text.",Rowland H. Prichard (1830),8.7.8.7 D,A♭ Major,646,https://hymnary.org/media/fetch/79990,https://hymnary.org/media/fetch/222245,https://hymnary.org/media/fetch/79991,https://hymnary.org/tune/hyfrydol_prichard,HYFRYDOL,True
Jesus Lover Soul-B,"Jesus, Lover of My Soul - B",jesus_lover_of_my_soul_-_b,10,HOLLINGSIDE,hollingside_dykes,True,3,3,high,"The search card explicitly says it is used with “Jesu, lover of my soul,” and the associated texts list only “Jesus, Lover of My Soul,” with a strong instance percentage (66.8%). This is a direct match.",John Bacchus Dykes (1861),7.7.7.7,D Major,308,https://hymnary.org/media/fetch/81787,https://hymnary.org/media/fetch/179400,https://hymnary.org/media/fetch/81788,https://hymnary.org/tune/hollingside_dykes,HOLLINGSIDE,False
Jesus Lover Soul-B,"Jesus, Lover of My Soul - B",jesus_lover_of_my_soul_-_b,10,ABERYSTWYTH (Parry),aberystwyth_parry,True,3,3,high,"The search card lists “Jesus, Lover of My Soul,” and the associated texts confirm the same, with 50% of instances tied to that text. ABERYSTWYTH is a recognized setting for this hymn.",Joseph Parry (1879),7.7.7.7 D,d minor,295,https://hymnary.org/media/fetch/80011,https://hymnary.org/media/fetch/222268,https://hymnary.org/media/fetch/80012,https://hymnary.org/tune/aberystwyth_parry,ABERYSTWYTHPARRY,False
Jesus Lover Soul-B,"Jesus, Lover of My Soul - B",jesus_lover_of_my_soul_-_b,10,[Take my life and let it be] (Bradbury),take_my_life_and_let_it_be_bradbury,False,0,3,high,"Hymnary shows this tune is primarily used with “Take My Life, and Let It Be” (71.8%) and the search card even points to “Rock of Ages,” not “Jesus, Lover of My Soul.” This is a clear false positive despite sharing the 7.7.7.7 meter.",William B. Bradbury,7.7.7.7,A♭ Major,161,https://hymnary.org/media/fetch/80927,https://hymnary.org/media/fetch/183739,https://hymnary.org/media/fetch/80928,https://hymnary.org/tune/take_my_life_and_let_it_be_bradbury,TAKEMYLIFEANDLETITBEBRADBURY,False
Jesus Lover Soul-B,"Jesus, Lover of My Soul - B",jesus_lover_of_my_soul_-_b,10,VRUECHTEN,vruechten,False,0,3,high,"VRUECHTEN is overwhelmingly associated with “This Joyful Eastertide” (73.5%) and its meter (6.7.6.7.6.7) does not match the common 7.7.7.7 patterns used for “Jesus, Lover of My Soul.” No evidence connects it to the target hymn text.",,6.7.6.7.6.7,E♭ Major,85,https://hymnary.org/media/fetch/80304,https://hymnary.org/media/fetch/222423,https://hymnary.org/media/fetch/80305,https://hymnary.org/tune/vruechten,VRUECHTEN,False
JesusLordGodAll,"Jesus, My Lord, My God, My All",jesus_my_lord_my_god_my_all,10,FOUNDATION (American),foundation_american,False,0,3,high,"FOUNDATION (American) is overwhelmingly associated with the text “How Firm a Foundation” (84.3%) and the search card explicitly lists that as its primary text. No evidence here links it to “Jesus, My Lord, My God, My All.”",Anonymous,11.11.11.11,A♭ Major,599,https://hymnary.org/media/fetch/80950,https://hymnary.org/media/fetch/84924,https://hymnary.org/media/fetch/80951,https://hymnary.org/tune/foundation_american,FOUNDATIONAMERICAN,False
JesusLordGodAll,"Jesus, My Lord, My God, My All",jesus_my_lord_my_god_my_all,10,CRUSADERS' HYMN (111271),crusaders_hymn_111271,False,0,3,high,"CRUSADERS’ HYMN is primarily used with “Fairest Lord Jesus” (64.5%) and also “Beautiful Savior,” per associated texts and percentages. There is no indication it is used for “Jesus, My Lord, My God, My All.”",,5.6.8.5.5.8,D Major,596,https://hymnary.org/media/fetch/80098,https://hymnary.org/media/fetch/222366,https://hymnary.org/media/fetch/80099,https://hymnary.org/tune/crusaders_hymn_111271,CRUSADERSHYMN111271,False
